﻿Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
CHAMPBENOIST-POIGNY;87115873;DIM;2023-11-19;2023;P;P;Avant 6h;7
CHANTELOUP-LES-VIGNES;87381475;DIM;2024-01-21;2024;J;J6;Après 20h;42
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-30;2022;A;A;Après 20h;307
CHAPONVAL;87276162;SAM;2024-01-20;2024;H;H;Après 20h;1
CHANTELOUP-LES-VIGNES;87381475;DIM;2024-01-21;2024;J;J6;De 16h à 20h;171
CHAVILLE-VELIZY;87393173;JOB;2025-06-02;2025;C;C;De 16h à 20h;732
CHAPONVAL;87276162;DIM;2024-01-21;2024;H;H;Après 20h;0
CHILLY-MAZARIN;87393637;DIM;2024-01-12;2024;T12;T12;De 10h à 16h;165
CHAUMONT-EN-VEXIN;87381228;DIM;2024-01-21;2024;J;J6;De 10h à 16h;25
CLAMART;87391565;SAM;2024-01-20;2024;N;N;Après 20h;221
CLAMART;87391565;SAM;2024-01-20;2024;N;N;De 16h à 20h;639
COMBS-LA-VILLE-QUINCY;87682146;DIM;2024-03-03;2024;D;D;De 10h à 16h;1017
CORBEIL-ESSONNES;87681007;DIM;2024-03-03;2024;D;D;De 16h à 20h;2191
CORBEIL-ESSONNES;87681007;DIM;2024-03-03;2024;D;D;De 6h à 10h;1087
CROUY-SUR-OURCQ;87116640;JOB;2023-09-19;2023;P;P;De 10h à 16h;60
CLICHY-LEVALLOIS;87381129;SAM;2024-01-20;2024;L;L3;Avant 6h;38
CLICHY-MONTFERMEIL;87704304;DIM;2021-12-09;2021;T4;T4;Après 20h;92
CREPY-EN-VALOIS;87271593;JOB;2024-01-16;2024;K;K;Après 20h;17
CLICHY-SOUS-BOIS-MAIRIE;87704288;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;336
DREUX;87393488;JOB;2024-01-16;2024;N;N;De 10h à 16h;473
DAMMARTIN-JUILLY-SAINT-MARD;87271536;SAM;2024-01-20;2024;K;K;De 10h à 16h;44
DUGNY-LA-COURNEUVE;87697342;JOB;2021-11-23;2021;T11;T11;De 6h à 10h;759
CONFLANS-FIN-D'OISE;87381459;JOB;2022-11-30;2022;A;A;De 6h à 10h;3245
CORBEIL-ESSONNES;87681007;SAM;2024-02-03;2024;D;D;De 10h à 16h;4821
EPINAY-SUR-SEINE;87271148;JOB;2021-11-23;2021;T11;T11;Avant 6h;111
EGLY;87545475;DIM;2025-09-02;2025;C;C;De 16h à 20h;51
EMERAINVILLE-PONTAULT-COMBAULT;87116046;DIM;2022-03-20;2022;E;E;Avant 6h;19
EPINAY-VILLETANEUSE;87271122;SAM;2021-11-20;2021;T11;T11;De 10h à 16h;1116
EPINAY-SUR-SEINE;87271148;JOB;2021-11-23;2021;T11;T11;De 6h à 10h;1759
CRETEIL-POMPADOUR;87608802;JOB;2024-05-03;2024;D;D;De 6h à 10h;2959
CROUY-SUR-OURCQ;87116640;DIM;2023-09-17;2023;P;P;De 16h à 20h;58
DOMONT;87276436;JOB;2024-01-16;2024;H;H;De 10h à 16h;1193
DORDIVES;87684233;JOB;2024-01-16;2024;R;R;De 10h à 16h;52
ACHERES-VILLE;87381657;JOB;2024-01-16;2024;L;L3;De 6h à 10h;992
ERMONT-EAUBONNE;87276055;JOB;2024-01-16;2024;H;H;De 16h à 20h;5778
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;SAM;2019-03-16;2019;B;B;Après 20h;1486
DRANCY;87271403;JOB;2023-10-10;2023;B;B;Après 20h;656
AMEDEE-GORDINI;87745844;JOB;2024-11-26;2024;T12;T12;De 16h à 20h;314
ESSONNES-ROBINSON;87681601;JOB;2024-02-04;2024;D;D;De 16h à 20h;122
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;143
ETAMPES;87545137;JOB;2025-11-02;2025;C;C;De 10h à 16h;1080
ARBORETUM;87704320;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;329
DUGNY-LA-COURNEUVE;87697342;DIM;2021-11-21;2021;T11;T11;De 16h à 20h;144
ARBORETUM;87704320;DIM;2021-12-09;2021;T4;T4;De 10h à 16h;151
FONTAINE-LE-PORT;87682427;DIM;2024-01-21;2024;R;R;De 10h à 16h;26
ARPAJON;87545467;SAM;2025-08-02;2025;C;C;De 16h à 20h;445
FONTAINE-LE-PORT;87682427;DIM;2024-01-21;2024;R;R;De 6h à 10h;5
ASNIERES-SUR-SEINE;87381137;DIM;2024-01-21;2024;L;L2;Avant 6h;15
EPINAY-SUR-ORGE;87545228;SAM;2025-08-02;2025;C;C;De 10h à 16h;1916
ARBORETUM;87704320;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;294
EVRY-VAL-DE-SEINE;87681361;DIM;2024-03-03;2024;D;D;De 16h à 20h;154
AUBERGENVILLE-ELISABETHVILLE;87386730;SAM;2021-04-12;2021;J;J5;Avant 6h;36
FERME-NEUVE;87745851;DIM;2024-01-12;2024;T12;T12;Après 20h;47
AULNAY-SOUS-BOIS;87271411;SAM;2021-11-09;2021;T4;T4;Après 20h;1144
EPINAY-SUR-SEINE;87271148;SAM;2025-08-02;2025;C;C;Après 20h;314
AULNAY-SOUS-BOIS;87271411;JOB;2024-01-16;2024;K;K;De 16h à 20h;506
FOURQUEUX-BEL-AIR;87733675;DIM;2023-10-15;2023;T13;T13;De 10h à 16h;262
BELLOY-SAINT-MARTIN;87276550;DIM;2024-01-21;2024;H;H;De 10h à 16h;47
GENNEVILLIERS;87271205;SAM;2025-08-02;2025;C;C;De 16h à 20h;680
BOIGNEVILLE;87684407;SAM;2024-02-03;2024;D;D;De 16h à 20h;6
FRANCONVILLE-LE-PLESSIS-BOUCHARD;87276071;SAM;2024-01-20;2024;H;H;Avant 6h;86
BONNIERES;87415893;JOB;2025-01-04;2025;J;J5;De 6h à 10h;614
ARPAJON;87545467;DIM;2025-09-02;2025;C;C;De 10h à 16h;626
BIEVRES;87393546;JOB;2025-06-02;2025;C;V;De 10h à 16h;167
GRETZ-ARMAINVILLIERS;87116012;SAM;2022-03-19;2022;E;E;Avant 6h;50
BAGNEAUX-SUR-LOING;87684191;DIM;2024-01-21;2024;R;R;De 6h à 10h;27
ESSONNES-ROBINSON;87681601;DIM;2024-03-03;2024;D;D;Après 20h;9
BOISSISE-LE-ROI;87682518;DIM;2024-03-03;2024;D;D;Après 20h;5
BOUFFEMONT-MOISSELLES;87276485;SAM;2024-01-20;2024;H;H;De 16h à 20h;229
BOISSISE-LE-ROI;87682518;JOB;2024-02-04;2024;D;D;Après 20h;8
BOULAINVILLIERS;87543181;SAM;2025-08-02;2025;C;C;De 10h à 16h;874
BESSANCOURT;87276642;JOB;2024-01-16;2024;H;H;Après 20h;47
BORAN-SUR-OISE;87276444;JOB;2024-01-16;2024;H;H;Après 20h;1
BOURAY;87545178;SAM;2025-08-02;2025;C;C;Après 20h;31
BORAN-SUR-OISE;87276444;DIM;2024-01-21;2024;H;H;De 10h à 16h;10
BOUGIVAL;87382440;DIM;2024-01-21;2024;L;L2;De 6h à 10h;59
BOUFFEMONT-MOISSELLES;87276485;JOB;2024-01-16;2024;H;H;De 6h à 10h;989
BREUILLET-VILLAGE;87545491;DIM;2025-09-02;2025;C;C;De 10h à 16h;184
BRUNOY;87682120;SAM;2024-02-03;2024;D;D;De 6h à 10h;1200
BOIGNEVILLE;87684407;DIM;2024-03-03;2024;D;D;De 16h à 20h;11
BOIGNEVILLE;87684407;JOB;2024-02-04;2024;D;D;Après 20h;1
CERGY-LE-HAUT;87382655;SAM;2022-11-19;2022;A;A;Avant 6h;120
CAMP-DES-LOGES;87710939;JOB;2023-10-19;2023;T13;T13;De 16h à 20h;217
CERGY-LE-HAUT;87382655;JOB;2022-11-30;2022;A;A;Avant 6h;447
CERGY-PREFECTURE;87381905;DIM;2022-11-20;2022;A;A;De 6h à 10h;868
BOIS-COLOMBES;87381079;DIM;2024-01-21;2024;J;J4;De 10h à 16h;1948
BOIS-COLOMBES;87381079;SAM;2024-01-20;2024;J;J6;Après 20h;72
CERGY-PREFECTURE;87381905;JOB;2024-01-16;2024;L;L3;De 6h à 10h;1555
BONDY;87113407;DIM;2022-03-20;2022;E;E;De 16h à 20h;2009
CESSON;87682161;JOB;2024-05-03;2024;D;D;Après 20h;104
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;DIM;2025-09-02;2025;C;C;De 16h à 20h;3787
CHAMPLAN;87725457;SAM;2024-11-30;2024;T12;T12;De 16h à 20h;3
CHAMPAGNE-SUR-OISE;87276519;JOB;2024-01-16;2024;H;H;De 10h à 16h;115
CHAVILLE-RIVE-DROITE;87382333;SAM;2024-04-27;2024;U;U;De 10h à 16h;218
CHAVILLE-VELIZY;87393173;DIM;2025-09-02;2025;C;C;De 10h à 16h;819
CLICHY-MONTFERMEIL;87704304;JOB;2021-09-21;2021;T4;T4;Avant 6h;9
CHOISY-LE-ROI;87545285;JOB;2025-11-02;2025;C;C;De 10h à 16h;3924
CLICHY-MONTFERMEIL;87704304;DIM;2021-12-09;2021;T4;T4;De 10h à 16h;275
COMPANS;87272047;JOB;2024-01-16;2024;K;K;De 10h à 16h;6
CLICHY-LEVALLOIS;87381129;JOB;2024-01-16;2024;L;L2;De 6h à 10h;2739
CONFLANS-FIN-D'OISE;87381459;JOB;2024-01-16;2024;J;J6;Avant 6h;24
CERGY-SAINT-CHRISTOPHE;87382499;DIM;2022-11-20;2022;A;A;De 10h à 16h;1856
CORBEIL-ESSONNES;87681007;SAM;2024-02-03;2024;D;D;Avant 6h;226
JAVEL;87393066;DIM;2025-09-02;2025;C;C;Avant 6h;5
BECON-LES-BRUYERES;87382002;SAM;2024-01-20;2024;L;L3;Après 20h;575
JUVISY;87545244;JOB;2024-12-03;2024;D;D;De 6h à 10h;8706
BONDY;87113407;JOB;2022-03-22;2022;E;E;De 16h à 20h;2791
FREPILLON;87276659;SAM;2024-01-20;2024;H;H;Après 20h;20
JUZIERS;87381558;JOB;2024-01-16;2024;J;J6;Après 20h;18
JUZIERS;87381558;SAM;2024-01-20;2024;J;J6;De 6h à 10h;71
FREPILLON;87276659;SAM;2024-01-20;2024;H;H;De 16h à 20h;85
LES-ESSARTS-LE-ROI;87393280;SAM;2024-01-20;2024;N;N;De 6h à 10h;113
LA-FERTE-ALAIS;87681452;JOB;2024-02-04;2024;D;D;De 16h à 20h;200
LIANCOURT-SAINT-PIERRE;87381210;DIM;2024-01-21;2024;J;J6;De 10h à 16h;7
LIANCOURT-SAINT-PIERRE;87381210;JOB;2024-01-16;2024;J;J6;De 10h à 16h;3
LIANCOURT-SAINT-PIERRE;87381210;JOB;2024-01-16;2024;J;J6;De 16h à 20h;5
LIVRY-SUR-SEINE;87682401;DIM;2024-01-21;2024;R;R;De 6h à 10h;20
LIVRY-SUR-SEINE;87682401;JOB;2024-01-16;2024;R;R;Après 20h;9
LIVRY-SUR-SEINE;87682401;JOB;2024-01-16;2024;R;R;De 10h à 16h;53
LONGJUMEAU;87393611;JOB;2024-11-26;2024;T12;T12;Avant 6h;13
LONGJUMEAU;87393611;JOB;2024-11-26;2024;T12;T12;De 10h à 16h;243
MAISONS-LAFFITTE;87386425;JOB;2022-11-30;2022;A;A;Avant 6h;314
BRUNOY;87682120;SAM;2024-02-03;2024;D;D;Après 20h;289
BRUYERES-SUR-OISE;87276451;DIM;2024-01-21;2024;H;H;De 10h à 16h;33
MAISONS-LAFFITTE;87386425;SAM;2022-11-19;2022;A;A;Après 20h;768
LA-VERRIERE;87393256;JOB;2024-01-16;2024;N;N;Après 20h;220
MANTES-LA-JOLIE;87381509;DIM;2024-01-21;2024;N;N;De 10h à 16h;313
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;JOB;2025-06-02;2025;C;C;De 16h à 20h;6773
MANTES-STATION;87381590;JOB;2024-01-16;2024;J;J6;De 6h à 10h;185
CHAMPBENOIST-POIGNY;87115873;SAM;2023-11-18;2023;P;P;De 10h à 16h;100
MARLES-EN-BRIE;87116228;JOB;2023-11-14;2023;P;P;De 6h à 10h;449
CHAMPLAN;87725457;SAM;2024-11-30;2024;T12;T12;Avant 6h;0
CHANGIS-SAINT-JEAN;87116509;SAM;2023-09-16;2023;P;P;De 6h à 10h;63
CHANTELOUP-LES-VIGNES;87381475;SAM;2024-01-20;2024;J;J6;De 6h à 10h;190
CHAPONVAL;87276162;DIM;2024-01-21;2024;H;H;De 16h à 20h;15
CHAPONVAL;87276162;JOB;2024-01-16;2024;H;H;Après 20h;0
CHATEAU-THIERRY;87116582;JOB;2023-09-19;2023;P;P;De 16h à 20h;293
CHAVILLE-RIVE-GAUCHE;87393207;SAM;2024-01-20;2024;N;N;Après 20h;119
CHELLES-GOURNAY;87116111;DIM;2023-11-19;2023;P;P;De 10h à 16h;1520
CHEZY-SUR-MARNE;87116574;JOB;2023-09-19;2023;P;P;Avant 6h;17
CHEZY-SUR-MARNE;87116574;JOB;2023-09-19;2023;P;P;De 6h à 10h;109
CHILLY-MAZARIN;87393637;JOB;2024-11-26;2024;T12;T12;De 16h à 20h;317
CHOISY-LE-ROI;87545285;JOB;2025-06-02;2025;C;C;Après 20h;788
CHOISY-LE-ROI;87545285;JOB;2025-06-02;2025;C;C;Avant 6h;486
CHOISY-LE-ROI;87545285;JOB;2025-11-02;2025;C;C;De 6h à 10h;8982
CLAMART;87391565;SAM;2024-01-20;2024;N;N;Avant 6h;14
CLAMART;87391565;SAM;2024-01-20;2024;N;N;De 6h à 10h;379
CLICHY-LEVALLOIS;87381129;DIM;2024-01-21;2024;L;L3;De 10h à 16h;1350
CLICHY-MONTFERMEIL;87704304;SAM;2021-09-18;2021;T4;T4;Avant 6h;3
CONFLANS-FIN-D'OISE;87381459;JOB;2024-01-16;2024;J;J6;De 10h à 16h;883
CONFLANS-FIN-D'OISE;87381459;SAM;2024-01-20;2024;J;J6;Après 20h;209
CONFLANS-SAINTE-HONORINE;87381897;JOB;2024-01-16;2024;J;J6;De 6h à 10h;3569
CONFLANS-SAINTE-HONORINE;87381897;SAM;2024-01-20;2024;J;J6;De 6h à 10h;743
CORMEILLES-EN-PARISIS;87381863;DIM;2024-01-21;2024;J;J6;De 10h à 16h;1069
CORMEILLES-EN-PARISIS;87381863;DIM;2024-01-21;2024;J;J6;De 16h à 20h;630
CORMEILLES-EN-PARISIS;87381863;DIM;2024-01-21;2024;J;J6;De 6h à 10h;407
CORMEILLES-EN-PARISIS;87381863;SAM;2024-01-20;2024;J;J6;Avant 6h;28
COURBEVOIE;87382200;JOB;2024-01-16;2024;L;L2;De 6h à 10h;3144
COURBEVOIE;87382200;SAM;2024-01-20;2024;L;L2;De 6h à 10h;639
GENNEVILLIERS;87271205;SAM;2025-08-02;2025;C;C;De 6h à 10h;233
GOUSSAINVILLE;87276246;SAM;2024-02-03;2024;D;D;De 10h à 16h;1897
GOUSSAINVILLE;87276246;SAM;2024-02-03;2024;D;D;De 16h à 20h;1150
GRAVIGNY-BALIZY;87393645;DIM;2024-01-12;2024;T12;T12;Avant 6h;3
GRAVIGNY-BALIZY;87393645;JOB;2024-11-26;2024;T12;T12;De 6h à 10h;604
GUERARD-LA-CELLE-SUR-MORIN;87116269;JOB;2023-11-14;2023;P;P;De 10h à 16h;24
HAUSSMANN-SAINT-LAZARE;87281899;DIM;2022-03-20;2022;E;E;De 16h à 20h;8160
HERICY;87682435;SAM;2024-01-20;2024;R;R;Avant 6h;1
HOPITAL-DE-MONTFERMEIL;87704338;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;77
HOUILLES-CARRIERES-SUR-SEINE;87386409;DIM;2021-05-12;2021;J;J5;De 6h à 10h;67
HOUILLES-CARRIERES-SUR-SEINE;87386409;DIM;2022-11-20;2022;A;A;Après 20h;649
HOUILLES-CARRIERES-SUR-SEINE;87386409;JOB;2025-01-04;2025;J;J5;De 16h à 20h;2316
HOUILLES-CARRIERES-SUR-SEINE;87386409;SAM;2021-04-12;2021;J;J5;Avant 6h;7
IVRY-SUR-SEINE;87545301;DIM;2025-09-02;2025;C;C;De 16h à 20h;555
JAVEL;87393066;DIM;2025-09-02;2025;C;C;De 6h à 10h;290
JUVISY;87545244;JOB;2024-12-03;2024;D;D;De 10h à 16h;6551
JUVISY;87545244;JOB;2025-06-02;2025;C;C;Avant 6h;1110
JUZIERS;87381558;SAM;2024-01-20;2024;J;J6;De 10h à 16h;164
L'ABBAYE;87113886;JOB;2021-09-21;2021;T4;T4;De 16h à 20h;239
L'ETANG-LA-VILLE;87382473;DIM;2024-01-21;2024;L;L2;Après 20h;20
L'ETANG-LA-VILLE;87382473;SAM;2024-01-20;2024;L;L2;Après 20h;30
L'ISLE-ADAM-PARMAIN;87276527;DIM;2024-01-21;2024;H;H;De 16h à 20h;295
LA-BARRE-ORMESSON;87271171;JOB;2024-01-16;2024;H;H;Avant 6h;101
LA-BORNE-BLANCHE;87276287;SAM;2024-02-03;2024;D;D;De 16h à 20h;30
LA-FERTE-SOUS-JOUARRE;87116517;DIM;2023-09-17;2023;P;P;Après 20h;127
LA-FERTE-SOUS-JOUARRE;87116517;SAM;2023-09-16;2023;P;P;Avant 6h;17
LA-GRANDE-PAROISSE;87682476;DIM;2024-01-21;2024;R;R;Après 20h;5
LA-GRANDE-PAROISSE;87682476;JOB;2024-01-16;2024;R;R;Avant 6h;2
LA-PLAINE-STADE-DE-FRANCE;87164798;SAM;2019-03-16;2019;B;B;Après 20h;1569
LA-VERRIERE;87393256;DIM;2024-04-28;2024;U;U;De 10h à 16h;634
LAGNY-THORIGNY;87116319;SAM;2023-11-18;2023;P;P;De 16h à 20h;809
LARDY;87545160;SAM;2025-08-02;2025;C;C;De 6h à 10h;99
LE-BOURGET;87271395;DIM;2019-03-17;2019;B;B;De 10h à 16h;5905
LE-BRAS-DE-FER;87681395;JOB;2024-05-03;2024;D;D;De 10h à 16h;1235
LE-CHENAY-GAGNY;87113522;DIM;2022-03-20;2022;E;E;Après 20h;145
LE-PERRAY;87393298;DIM;2024-01-21;2024;N;N;De 6h à 10h;61
LE-PERRAY;87393298;SAM;2024-01-20;2024;N;N;Après 20h;34
LE-PERRAY;87393298;SAM;2024-01-20;2024;N;N;De 16h à 20h;135
LE-PLESSIS-BELLEVILLE;87271551;SAM;2024-01-20;2024;K;K;De 6h à 10h;49
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;SAM;2022-03-19;2022;E;E;De 6h à 10h;1531
LE-STADE;87381095;DIM;2024-01-21;2024;J;J4;De 10h à 16h;1036
LES-ARDOINES;87492108;SAM;2025-08-02;2025;C;C;Après 20h;299
LES-ARDOINES;87492108;SAM;2025-08-02;2025;C;C;De 16h à 20h;746
LES-COQUETIERS;87113845;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;222
LES-MUREAUX;87386680;SAM;2021-04-12;2021;J;J5;De 16h à 20h;586
LES-PAVILLONS-SOUS-BOIS;87113852;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;699
LES-VALLEES;87386300;SAM;2024-01-20;2024;L;L3;De 16h à 20h;1575
LES-YVRIS-NOISY-LE-GRAND;87113803;DIM;2022-03-20;2022;E;E;De 10h à 16h;202
LIEUSAINT-MOISSY;87682153;DIM;2024-03-03;2024;D;D;De 10h à 16h;1411
LISIERE-PEREIRE;87733683;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;196
LIVRY-SUR-SEINE;87682401;SAM;2024-01-20;2024;R;R;De 10h à 16h;61
LOUVRES;87276253;DIM;2024-03-03;2024;D;D;De 10h à 16h;591
LUZARCHES;87276576;JOB;2024-01-16;2024;H;H;Avant 6h;26
MAGENTA;87281873;JOB;2022-03-22;2022;E;E;De 16h à 20h;20010
MAISONS-ALFORT-ALFORTVILLE;87681155;JOB;2024-05-03;2024;D;D;De 6h à 10h;9767
MAISSE;87681486;JOB;2024-12-03;2024;D;D;Avant 6h;16
MALESHERBES;87684415;SAM;2024-02-03;2024;D;D;Avant 6h;26
MANTES-LA-JOLIE;87381509;DIM;2021-05-12;2021;J;J5;De 10h à 16h;611
MANTES-LA-JOLIE;87381509;JOB;2024-01-16;2024;J;J6;De 10h à 16h;792
MANTES-STATION;87381590;DIM;2021-05-12;2021;J;J5;De 6h à 10h;50
MANTES-STATION;87381590;SAM;2024-01-20;2024;J;J6;Après 20h;22
MARCHEZAIS-BROUE;87393470;SAM;2024-01-20;2024;N;N;Après 20h;11
MARLY-LE-ROI;87382465;SAM;2024-01-20;2024;L;L2;Avant 6h;23
MARLY-LE-ROI;87382465;SAM;2024-01-20;2024;L;L2;De 16h à 20h;398
MASSY-EUROPE;87725465;SAM;2024-11-30;2024;T12;T12;De 10h à 16h;228
MASSY-PALAISEAU;87393579;DIM;2024-01-12;2024;T12;T12;Avant 6h;27
MASSY-PALAISEAU;87393579;DIM;2024-01-12;2024;T12;T12;De 6h à 10h;222
MASSY-PALAISEAU;87393579;JOB;2024-11-26;2024;T12;T12;Après 20h;411
MAURECOURT;87381483;SAM;2024-01-20;2024;J;J6;De 6h à 10h;147
MAURICE-AUDIN;87704270;JOB;2021-09-21;2021;T4;T4;Avant 6h;55
MEAUX;87116103;SAM;2023-11-18;2023;P;P;De 6h à 10h;1803
MERIEL;87276675;JOB;2024-01-16;2024;H;H;Avant 6h;24
MEUDON;87393108;DIM;2024-01-21;2024;N;N;Avant 6h;0
MEUDON;87393108;JOB;2024-01-16;2024;N;N;De 16h à 20h;696
MEULAN-HARDRICOURT;87381830;DIM;2024-01-21;2024;J;J6;De 10h à 16h;354
MONTARGIS;87684001;JOB;2024-01-16;2024;R;R;De 16h à 20h;385
MONTEREAU;87682302;JOB;2024-01-16;2024;R;R;De 10h à 16h;962
MONTGERON-CROSNE;87682104;JOB;2024-05-03;2024;D;D;Avant 6h;151
MONTGERON-CROSNE;87682104;SAM;2024-02-03;2024;D;D;De 10h à 16h;1460
MONTGEROULT-COURCELLES;87381160;JOB;2024-01-16;2024;J;J6;De 16h à 20h;7
MONTGEROULT-COURCELLES;87381160;JOB;2024-01-16;2024;J;J6;De 6h à 10h;22
MONTIGNY-BEAUCHAMP;87276089;JOB;2024-01-16;2024;H;H;De 10h à 16h;1008
MONTIGNY-SUR-LOING;87684100;DIM;2024-01-21;2024;R;R;De 10h à 16h;156
MONTIGNY-SUR-LOING;87684100;JOB;2024-01-16;2024;R;R;Avant 6h;18
MONTIGNY-SUR-LOING;87684100;JOB;2024-01-16;2024;R;R;De 16h à 20h;69
MONTRY-CONDE;87116400;JOB;2023-09-19;2023;P;P;Après 20h;0
MONTSOULT-MAFFLIERS;87276493;DIM;2024-01-21;2024;H;H;De 6h à 10h;101
MONTSOULT-MAFFLIERS;87276493;JOB;2024-01-16;2024;H;H;De 16h à 20h;682
MORET-VENEUX-LES-SABLONS;87682278;SAM;2024-01-20;2024;R;R;De 6h à 10h;351
MORMANT;87116087;JOB;2023-11-14;2023;P;P;De 10h à 16h;142
MORMANT;87116087;SAM;2023-11-18;2023;P;P;De 6h à 10h;98
MOULIN-GALANT;87681403;SAM;2024-02-03;2024;D;D;De 10h à 16h;229
MOUROUX;87116285;DIM;2023-11-19;2023;P;P;Après 20h;4
NANTEUIL-LE-HAUDOUIN;87271577;SAM;2024-01-20;2024;K;K;Après 20h;7
NANTEUIL-SAACY;87116558;SAM;2023-09-16;2023;P;P;De 10h à 16h;194
NEMOURS-SAINT-PIERRE;87684126;JOB;2024-01-16;2024;R;R;De 6h à 10h;739
NOISY-LE-SEC;87113217;SAM;2022-03-19;2022;E;E;De 6h à 10h;3744
ORANGIS-BOIS-DE-L'EPINE;87681346;DIM;2024-03-03;2024;D;D;De 16h à 20h;482
ORMOY-VILLERS;87271585;SAM;2024-01-20;2024;K;K;Après 20h;0
ORMOY-VILLERS;87271585;SAM;2024-01-20;2024;K;K;De 6h à 10h;4
ORRY-LA-VILLE-COYE;87276279;SAM;2024-02-03;2024;D;D;De 16h à 20h;83
OZOIR-LA-FERRIERE;87116020;DIM;2022-03-20;2022;E;E;De 10h à 16h;553
PARC-DU-CHATEAU;87745786;JOB;2024-11-26;2024;T12;T12;De 10h à 16h;219
PARIS-AUSTERLITZ;87547026;JOB;2025-06-02;2025;C;C;Avant 6h;87
PARIS-EST;87113001;DIM;2023-11-19;2023;P;P;De 16h à 20h;6682
PARIS-EST;87113001;JOB;2023-11-14;2023;P;P;De 6h à 10h;3324
PARIS-EST;87113001;SAM;2022-03-19;2022;E;E;Après 20h;0
PARIS-EST;87113001;SAM;2023-11-18;2023;P;P;Avant 6h;79
PARIS-GARE-DU-NORD;87271031;DIM;2024-01-21;2024;K;K;De 6h à 10h;57
PARIS-GARE-DU-NORD;87271031;JOB;2023-10-10;2023;B;B;Après 20h;14959
PARIS-GARE-DU-NORD;87271031;JOB;2024-01-16;2024;K;K;Après 20h;447
PARIS-GARE-DU-NORD;87271031;SAM;2024-01-20;2024;H;H;De 10h à 16h;16834
PARIS-GARE-DU-NORD;87271031;SAM;2024-01-20;2024;H;H;De 6h à 10h;4904
PARIS-MONTPARNASSE;87391003;SAM;2024-01-20;2024;N;N;De 16h à 20h;8999
PARIS-SAINT-LAZARE;87384008;DIM;2024-01-21;2024;J;J4;Après 20h;3560
PARIS-SAINT-LAZARE;87384008;JOB;2024-01-16;2024;L;L3;Après 20h;4190
PARIS-SAINT-LAZARE;87384008;SAM;2024-01-20;2024;L;L2;Après 20h;4939
PETIT-JOUY-LES-LOGES;87393504;SAM;2025-08-02;2025;C;V;De 10h à 16h;44
PETIT-JOUY-LES-LOGES;87393504;SAM;2025-08-02;2025;C;V;De 16h à 20h;42
PETIT-VAUX;87393652;SAM;2024-11-30;2024;T12;T12;Après 20h;16
PIERREFITTE-STAINS;87271163;JOB;2024-05-03;2024;D;D;De 6h à 10h;7193
PIERRELAYE;87276097;DIM;2024-01-21;2024;H;H;De 16h à 20h;166
LARDY;87545160;DIM;2025-09-02;2025;C;C;De 10h à 16h;230
PONT-DE-L'ALMA;87393041;JOB;2025-06-02;2025;C;C;De 16h à 20h;4052
LE-BOURGET;87271395;JOB;2023-10-10;2023;B;B;De 10h à 16h;6192
PONTOISE;87276139;JOB;2025-06-02;2025;C;C;Après 20h;101
LE-BRAS-DE-FER;87681395;DIM;2024-03-03;2024;D;D;De 16h à 20h;554
PRECY-SUR-OISE;87276410;JOB;2024-01-16;2024;H;H;De 10h à 16h;12
LE-BRAS-DE-FER;87681395;SAM;2024-02-03;2024;D;D;De 16h à 20h;640
PRECY-SUR-OISE;87276410;SAM;2024-01-20;2024;H;H;Après 20h;1
PRECY-SUR-OISE;87276410;SAM;2024-01-20;2024;H;H;De 10h à 16h;15
PROVINS;87116160;DIM;2023-11-19;2023;P;P;Après 20h;40
LE-STADE;87381095;SAM;2024-01-20;2024;J;J4;Après 20h;260
PUTEAUX;87382382;DIM;2024-01-21;2024;L;L2;De 10h à 16h;763
LES-ESSARTS-LE-ROI;87393280;SAM;2024-01-20;2024;N;N;De 16h à 20h;149
PUTEAUX;87382382;SAM;2024-01-20;2024;L;L2;De 10h à 16h;1013
RIS-ORANGIS;87681338;SAM;2024-02-03;2024;D;D;De 10h à 16h;481
LIEUSAINT-MOISSY;87682153;JOB;2024-05-03;2024;D;D;Avant 6h;476
ROUGEMONT-CHANTELOUP;87431791;DIM;2021-12-09;2021;T4;T4;Après 20h;114
LONGJUMEAU;87393611;SAM;2024-11-30;2024;T12;T12;De 10h à 16h;213
SAINT-CLOUD;87382358;JOB;2024-01-16;2024;L;L2;Avant 6h;44
LOUVECIENNES;87382457;SAM;2024-01-20;2024;L;L2;Après 20h;69
SAINT-CYR;87393223;SAM;2024-01-20;2024;N;N;De 16h à 20h;850
